region,season,quadrat,species,sex,stage,is_gravid,carapace_width,carapace_length,front_width,left_claw_length,right_claw_length
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,17,7,11,10
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,24,18,8,21,17
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,19,17,10,12,11
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,18,14,7,12,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,18,12,15,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,15,11,8,9,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,15,8,13,16
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,17,10,17,16
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,17,8,17,11
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,19,14,7,10,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,20,10,13,15
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,16,12,7,7,5
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,19,14,8,12,7
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,22,18,7,13,16
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,19,13,15,22
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,19,15,9,12,9
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,16,13,5,7,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,20,15,7,13,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,17,8,16,12
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,17,14,5,20,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,19,14,8,15,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,14,6,14,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,17,12,6,9,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,8,11,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,19,7,7,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,17,13,7,9,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,17,7,12,18
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,25,18,9,10,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,14,6,10,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,19,10,19,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,7,17,15
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,23,16,10,16,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,17,13,5,13,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,13,8,8,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,10,16,18
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,18,9,12,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,17,16,6,15,8
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,16,14,7,13,6
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,20,15,10,14,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,20,15,10,13,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,19,15,7,10,11
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,19,14,9,14,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,21,16,10,12,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,13,8,15,11
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,17,13,6,13,9
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,16,12,6,10,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,22,16,11,12,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,20,15,7,11,12
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,19,14,10,13,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,23,17,9,13,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,15,7,12,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,16,8,10,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,18,6,16,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,17,7,16,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,18,7,11,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,9,16,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,21,15,9,16,16
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,17,8,10,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,12,7,7,9
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,23,17,10,9,17
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,21,16,9,18,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,14,8,10,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,18,12,13,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,12,8,12,11
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,17,13,8,14,13
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,18,16,7,9,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,13,5,12,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,12,8,11,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,8,16,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,12,5,12,7
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,13,8,17,13
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,18,15,6,15,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,13,7,8,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,15,11,8,10,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,17,7,15,13
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,21,15,9,8,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,18,13,6,14,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,16,13,6,12,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,21,17,10,18,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,16,12,7,8,14
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,23,20,12,17,12
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,19,14,7,12,9
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,17,10,19,16
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,17,10,17,18
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,15,13,5,6,10
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,24,17,12,17,14
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,FALSE,22,16,7,15,14
Ria Formosa,summer,2,Uca olhanensis,NA,pre_puberty,FALSE,22,18,9,12,15
Ria Formosa,summer,2,Uca olhanensis,female,pre_puberty,TRUE,18,13,6,14,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,11,16,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,9,12,10
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,13,15,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,26,13,23,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,12,17,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,26,12,20,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,7,7,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,9,24,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,25,14,13,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,13,18,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,18,11,17,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,14,19,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,28,14,14,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,21,10,15,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,20,10,11,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,10,9,8
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,15,24,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,15,13,10
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,18,10,15,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,16,9,18,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,8,14,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,19,7,13,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,20,13,13,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,8,19,10
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,24,16,27,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,15,6,9,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,13,15,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,20,15,9,13,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,19,12,11,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,12,17,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,10,13,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,8,11,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,19,10,19,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,23,13,22,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,9,15,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,20,8,17,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,15,7,19,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,19,10,14,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,27,20,13,17,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,11,18,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,20,9,18,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,11,26,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,12,19,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,11,18,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,25,12,26,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,20,18,7,12,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,15,14,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,24,10,20,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,23,12,17,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,7,10,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,12,18,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,14,19,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,11,19,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,28,22,9,19,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,19,11,12,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,19,9,13,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,20,9,16,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,11,23,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,24,13,14,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,25,10,29,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,10,20,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,28,21,11,20,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,8,16,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,25,12,18,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,20,15,9,13,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,22,8,16,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,18,10,16,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,22,13,17,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,25,13,15,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,21,16,8,14,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,14,12,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,12,19,29
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,17,10,12,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,22,16,9,22,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,24,12,20,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,22,9,19,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,22,14,21,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,6,11,9
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,12,11,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,18,10,11,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,10,17,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,20,16,9,12,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,24,13,20,25
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,16,8,8,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,21,9,14,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,16,10,10,9
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,13,16,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,14,13,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,28,12,21,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,20,15,8,16,6
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,8,10,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,15,20,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,24,12,16,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,15,22,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,19,11,14,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,21,10,21,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,24,13,18,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,16,21,25
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,18,10,18,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,13,18,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,20,11,16,8
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,12,18,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,23,15,19,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,17,10,17,10
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,11,15,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,22,14,22,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,28,22,13,19,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,10,15,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,13,18,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,7,13,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,13,12,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,27,20,11,13,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,15,18,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,25,10,15,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,19,8,15,10
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,17,10,10,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,23,9,20,7
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,27,14,24,25
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,20,11,15,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,8,14,11
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,14,22,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,10,12,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,8,19,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,9,13,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,33,25,14,14,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,21,10,21,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,17,10,17,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,11,14,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,24,11,20,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,7,10,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,22,16,7,14,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,28,13,17,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,25,19,10,13,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,13,18,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,22,13,16,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,23,12,18,24
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,11,13,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,19,8,15,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,23,17,11,11,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,29,22,14,15,22
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,19,12,20,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,22,10,16,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,22,10,14,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,28,21,10,16,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,31,25,12,18,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,27,22,12,14,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,25,15,12,20
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,31,23,12,13,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,9,16,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,7,17,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,31,23,16,15,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,32,24,14,16,19
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,25,10,20,23
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,8,13,13
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,30,24,9,20,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,8,17,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,35,26,16,22,25
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,20,16,9,14,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,25,18,11,20,16
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,TRUE,27,19,8,15,18
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,24,18,12,19,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,20,16,6,8,15
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,26,19,11,13,21
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,34,24,12,18,17
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,18,7,14,9
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,10,14,14
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,21,16,7,14,12
Ria Formosa,summer,2,Uca olhanensis,female,sub_adult,FALSE,23,17,9,18,20
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,41,30,14,27,22
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,39,28,14,16,22
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,41,31,13,18,28
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,32,24,9,20,17
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,42,31,16,22,25
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,41,29,17,26,24
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,37,27,15,18,30
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,26,20,8,11,10
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,34,22,37,32
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,45,31,19,36,29
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,38,28,17,29,22
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,39,28,17,22,25
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,34,21,20,32
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,31,23,10,19,21
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,28,20,13,22,15
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,26,19,9,17,16
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,34,17,32,26
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,49,36,16,33,40
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,36,28,12,21,18
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,39,28,13,25,24
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,26,19,10,19,11
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,28,23,9,13,17
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,38,18,30,38
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,49,35,20,28,29
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,43,30,15,26,25
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,31,22,14,16,14
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,36,26,11,26,23
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,43,31,20,24,28
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,40,33,18,24,30
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,36,27,16,26,18
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,45,32,23,23,23
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,43,31,22,27,28
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,37,26,15,23,28
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,46,33,16,29,25
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,26,18,9,18,17
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,35,19,26,26
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,41,30,12,23,27
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,39,28,14,19,18
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,47,35,22,24,27
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,40,31,15,30,25
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,27,23,11,14,14
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,48,34,22,43,34
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,41,29,17,33,27
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,34,29,17,19,20
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,25,19,10,17,18
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,26,19,12,15,14
Ria Formosa,summer,2,Uca olhanensis,female,adult,TRUE,47,34,14,18,24
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,40,29,15,30,21
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,46,33,20,26,27
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,46,34,19,33,30
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,33,25,12,14,23
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,27,19,13,22,17
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,26,19,10,11,18
Ria Formosa,summer,2,Uca olhanensis,female,adult,FALSE,48,34,19,28,32
